            pm_pesos| pm_pesos | dv_pesos |  pm_Mcal |  dv_Mcal |  Sum_Pes | Sum_Mcal |   Capacid| SPes/cap | SMat/Cal |   lowerB |     upperB| lowerB/upperB
    jeu_200_50_8.txt     25,530     14,719     25,070     32,406   5106,000 503910,000   3159,000      1,616      0,016         76        156      0,487
    jeu_200_50_9.txt     25,185     13,564     25,083     32,411   5037,000 504172,000   1105,000      4,558      0,048         23         89      0,258
   jeu_200_50_10.txt     25,155     14,835     25,224     32,554   5031,000 507005,000   2756,000      1,825      0,018         65        147      0,442
    jeu_300_50_3.txt     25,820     14,443     25,173     32,454   7746,0001136553,000   5946,000      1,303      0,009        158        262      0,603
    jeu_300_50_4.txt     24,330     13,929     25,186     32,394   7299,0001137166,000   1957,000      3,730      0,024         42        154      0,273
    jeu_300_50_5.txt     25,560     14,408     25,188     32,452   7668,0001137252,000   4912,000      1,561      0,011        122        238      0,513
    jeu_300_50_6.txt     25,900     13,879     25,057     32,352   7770,0001131304,000   5106,000      1,522      0,011        128        240      0,533
    jeu_300_50_7.txt     26,073     13,964     25,331     32,519   7822,0001143685,000    328,000     23,848      0,179         6          57      0,105
    jeu_300_50_8.txt     24,940     13,810     24,917     32,297   7482,0001124994,000   5069,000      1,476      0,010        132        246      0,537
    jeu_300_50_9.txt     24,537     14,204     25,121     32,433   7361,0001134230,000   4907,000      1,500      0,010        126        245      0,514
    jeu_300_25_1.txt     24,870     14,021     12,675     26,203   7461,000 572288,000    376,000     19,843      0,256         7          62      0,113
    jeu_300_25_2.txt     26,087     14,396     12,609     26,136   7826,000 569276,000   3878,000      2,018      0,028         90        207      0,435
    jeu_300_25_4.txt     25,287     14,079     12,787     26,417   7586,000 577324,000   5759,000      1,317      0,017        155        261      0,594
    jeu_300_25_5.txt     25,647     14,946     12,803     26,308   7694,000 578049,000    197,000     39,056      0,513         3          48      0,063
    jeu_300_25_6.txt     25,563     14,815     12,883     26,388   7669,000 581675,000   3451,000      2,222      0,028         76        202      0,376
    jeu_300_25_7.txt     24,943     14,514     12,575     26,128   7483,000 567761,000   6282,000      1,191      0,015        179        275      0,651
    jeu_300_25_8.txt     25,460     14,823     12,642     26,315   7638,000 570802,000    114,000     67,000      0,818         2          37      0,054
    jeu_300_25_9.txt     24,257     13,901     12,538     26,084   7277,000 566076,000   3150,000      2,310      0,029         72        197      0,365
       1000_25_1.txt     25,143     14,045     12,623     26,215  25143,0006317970,000  24500,000      1,026      0,004        855        987      0,866
       1000_25_2.txt     24,942     14,383     12,569     26,118  24942,0006290546,000    954,000     26,145      0,108         19        187      0,102
       1000_25_3.txt     25,606     14,749     12,693     26,267  25606,0006352711,000    710,000     36,065      0,149         14        166      0,084
       1000_25_4.txt     24,835     14,247     12,599     26,188  24835,0006305590,000   1482,000     16,758      0,068         30        238      0,126
       1000_25_5.txt     24,813     14,513     12,500     26,067  24813,0006256427,000  19203,000      1,292      0,005        520        881      0,590
       1000_25_6.txt     25,051     14,266     12,648     26,233  25051,0006330233,000     98,000    255,622      1,597         1          47      0,021
       1000_25_7.txt     25,664     14,570     12,632     26,214  25664,0006322228,000  20090,000      1,277      0,005        538        882      0,610
       1000_25_8.txt     24,573     14,667     12,579     26,161  24573,0006295805,000   6431,000      3,821      0,014        137        521      0,263
       1000_25_9.txt     25,122     14,352     12,608     26,159  25122,0006310106,000   2004,000     12,536      0,051         40        277      0,144
      1000_25_10.txt     25,687     14,627     12,709     26,265  25687,0006360817,000   4731,000      5,430      0,022         98        427      0,230
       1000_50_1.txt     25,461     14,413     25,238     32,489  25461,00012631566,000  11561,000      2,202      0,004        266        668      0,398
       1000_50_2.txt     25,566     13,907     25,266     32,449  25566,00012645766,000    512,000     49,934      0,141         10        120      0,083
       1000_50_3.txt     25,865     13,948     25,191     32,454  25865,00012608030,000  23387,000      1,106      0,002        710        949      0,748
       1000_50_4.txt     25,933     14,218     25,284     32,475  25933,00012654835,000    795,000     32,620      0,080         15        159      0,094
       1000_50_5.txt     24,648     14,198     25,214     32,428  24648,00012619435,000  19372,000      1,272      0,002        540        889      0,607
       1000_50_6.txt     24,802     14,512     25,120     32,404  24802,00012572582,000   7877,000      3,149      0,006        173        570      0,304
       1000_50_7.txt     24,385     14,440     25,145     32,409  24385,00012585171,000  20158,000      1,210      0,002        580        912      0,636
       1000_50_8.txt     26,313     14,418     25,228     32,422  26313,00012626697,000  10803,000      2,436      0,005        242        627      0,386
       1000_50_9.txt     25,038     14,078     25,259     32,445  25038,00012641950,000   3557,000      7,039      0,014         74        369      0,201
      1000_50_10.txt     24,941     14,501     25,219     32,433  24941,00012622201,000   4553,000      5,478      0,011         94        429      0,219
       1000_75_1.txt     25,823     14,398     37,862     33,214  25823,00018950046,000  15973,000      1,617      0,002        389        780      0,499
       1000_75_2.txt     25,730     14,678     37,817     33,196  25730,00018927295,000   2611,000      9,854      0,014         53        316      0,168
       1000_75_3.txt     24,850     14,054     37,916     33,238  24850,00018976907,000   2842,000      8,744      0,012         58        331      0,175
       1000_75_4.txt     26,187     14,374     37,850     33,189  26187,00018944119,000  10423,000      2,512      0,004        230        620      0,371
       1000_75_5.txt     25,523     14,537     37,899     33,229  25523,00018968544,000  18835,000      1,355      0,002        490        858      0,571
       1000_75_6.txt     25,582     14,200     37,861     33,203  25582,00018949647,000  16723,000      1,530      0,002        421        805      0,523
       1000_75_7.txt     24,835     14,724     37,820     33,193  24835,00018928863,000   1411,000     17,601      0,023         28        240      0,117
       1000_75_8.txt     25,080     14,379     37,903     33,198  25080,00018970229,000   7401,000      3,389      0,004        159        540      0,294
       1000_75_9.txt     25,835     14,377     37,775     33,187  25835,00018906628,000   1109,000     23,296      0,037         22        190      0,116
      1000_75_10.txt     26,177     14,515     37,846     33,224  26177,00018941944,000   3688,000      7,098      0,010         75        363      0,207
      1000_100_1.txt     25,682     14,256     50,435     28,864  25682,00025242493,000   6572,000      3,908      0,004        141        496      0,284
      1000_100_2.txt     24,828     14,329     50,429     28,853  24828,00025239678,000   4773,000      5,202      0,005        100        437      0,229
      1000_100_3.txt     25,692     14,341     50,470     28,856  25692,00025260126,000   3471,000      7,402      0,008         71        353      0,201
      1000_100_4.txt     25,228     14,373     50,476     28,841  25228,00025263407,000    819,000     30,803      0,033         16        172      0,093
      1000_100_5.txt     25,613     14,480     50,416     28,893  25613,00025233457,000  18977,000      1,350      0,001        495        859      0,576
      1000_100_6.txt     25,631     14,634     50,446     28,848  25631,00025248342,000  16325,000      1,570      0,002        397        796      0,499
      1000_100_7.txt     26,109     14,389     50,440     28,836  26109,00025245206,000  13672,000      1,910      0,002        318        715      0,445
      1000_100_8.txt     24,947     14,170     50,524     28,856  24947,00025287139,000   6934,000      3,598      0,004        149        522      0,285
      1000_100_9.txt     25,262     14,455     50,444     28,878  25262,00025247159,000   3966,000      6,370      0,007         81        391      0,207
     1000_100_10.txt     25,172     14,259     50,408     28,870  25172,00025229060,000   1403,000     17,942      0,019         28        229      0,122
