f2-2-1000
2
1090
743	937	460
295	958	513
50	970	723
285	224	515
868	879	772
147	785	673
359	459	729
546	58	631
65	214	327
3	487	944
658	565	132
937	437	32
803	373	361
549	738	311
99	623	67
513	971	277
351	953	452
536	459	568
168	472	254
683	907	429
318	515	63
547	689	498
805	928	843
297	323	452
816	220	157
276	473	135
572	765	402
904	449	198
126	96	112
275	479	892
868	204	301
114	587	345
445	883	268
862	322	277
791	177	481
441	680	772
64	72	187
604	487	172
628	773	730
730	578	675
24	990	741
124	851	83
214	887	973
112	377	168
934	970	495
463	402	663
458	490	483
404	580	673
127	98	614
809	11	585
713	85	3
585	813	862
437	51	84
249	159	114
472	165	56
75	771	671
318	921	311
479	709	404
559	581	882
621	375	735
29	341	177
629	433	973
521	257	280
876	386	154
516	634	511
26	621	680
490	944	760
887	419	797
881	145	805
755	748	424
40	415	2
371	370	495
177	650	181
427	184	952
379	13	815
992	655	274
50000	30500	
